spn\alliance\alderaan\broonmark\motorcade_speeder.spn_p,art\static\area\hth_hoth\vehicle\hth_veh_neu_speeder_02.gr2
spn\location\flashpoint\generic\crewskill\archeology\buff\health_regen_imp.spn_p,dyn\location\flashpoint\generic\crewskill\archaeology\buff\health_regen_imp.dyn
spn\location\flashpoint\generic\crewskill\scavenging\broken_battledroid_01.spn_p,dyn\location\flashpoint\generic\crewskill\scavenging\broken_battledroid_01.dyn
spn\location\flashpoint\generic\door\imperial\imp_ship_alarm_door.spn_p,dyn\location\flashpoint\generic\door\imperial\imp_ship_alarm_door.dyn
spn\location\flashpoint\generic\door\imperial\ship_bulkhead_closed.spn_p,dyn\location\flashpoint\generic\door\imperial\ship_bulkhead.dyn
spn\location\flashpoint\generic\door\imperial\ship_bulkhead_open.spn_p,dyn\location\flashpoint\generic\door\imperial\ship_bulkhead.dyn
spn\location\flashpoint\generic\door\imperial\ship_bulkhead_unlocked.spn_p,dyn\location\flashpoint\generic\door\imperial\ship_bulkhead.dyn
spn\location\flashpoint\generic\door\imperial\ship_elevator_closed.spn_p,dyn\location\flashpoint\generic\door\imperial\ship_elevator.dyn
spn\location\flashpoint\generic\door\imperial\ship_elevator_unlocked.spn_p,dyn\location\flashpoint\generic\door\imperial\ship_elevator.dyn
spn\location\flashpoint\generic\door\imperial\ship_securitydoor_closed.spn_p,dyn\location\flashpoint\generic\door\imperial\ship_securitydoor.dyn
spn\location\flashpoint\generic\door\imperial\ship_securitydoor_locked.spn_p,dyn\location\flashpoint\generic\door\imperial\ship_securitydoor.dyn
spn\location\flashpoint\generic\door\imperial\ship_securitydoor_open.spn_p,dyn\location\flashpoint\generic\door\imperial\ship_securitydoor.dyn
spn\location\flashpoint\generic\door\imperial\ship_securitydoor_unlocked.spn_p,dyn\location\flashpoint\generic\door\imperial\ship_securitydoor.dyn
spn\location\flashpoint\generic\door\republic\rep_airlock_closed.spn_p,dyn\location\flashpoint\generic\door\republic\rep_ship_airlock.dyn
spn\location\flashpoint\generic\door\republic\rep_ship_alarm_door.spn_p,dyn\location\flashpoint\generic\door\republic\rep_ship_alarm_door.dyn
spn\location\flashpoint\generic\door\republic\ship_bulkhead_closed.spn_p,dyn\location\flashpoint\generic\door\republic\ship_bulkhead.dyn
spn\location\flashpoint\generic\door\republic\ship_bulkhead_open.spn_p,dyn\location\flashpoint\generic\door\republic\ship_bulkhead.dyn
spn\location\flashpoint\generic\door\republic\ship_bulkhead_unlocked.spn_p,dyn\location\flashpoint\generic\door\republic\ship_bulkhead.dyn
spn\location\flashpoint\generic\door\republic\ship_elevator_closed.spn_p,dyn\location\flashpoint\generic\door\republic\ship_elevator.dyn
spn\location\flashpoint\generic\door\republic\ship_elevator_open.spn_p,dyn\location\flashpoint\generic\door\republic\ship_elevator.dyn
spn\location\flashpoint\generic\door\republic\ship_elevator_unlocked.spn_p,dyn\location\flashpoint\generic\door\republic\ship_elevator.dyn
spn\location\flashpoint\generic\door\republic\ship_securitydoor_closed.spn_p,dyn\location\flashpoint\generic\door\republic\ship_securitydoor.dyn
spn\location\flashpoint\generic\door\republic\ship_securitydoor_open.spn_p,dyn\location\flashpoint\generic\door\republic\ship_securitydoor.dyn
spn\location\flashpoint\generic\door\republic\ship_securitydoor_unlocked.spn_p,dyn\location\flashpoint\generic\door\republic\ship_securitydoor.dyn
spn\location\flashpoint\generic\door\shared\tech_bulkhead_closed.spn_p,dyn\location\flashpoint\generic\door\shared\tech_bulkhead.dyn
spn\location\flashpoint\generic\door\shared\tech_bulkhead_lasergated.spn_p,dyn\location\flashpoint\generic\door\shared\tech_bulkhead.dyn
spn\location\flashpoint\generic\door\shared\tech_bulkhead_open.spn_p,dyn\location\flashpoint\generic\door\shared\tech_bulkhead.dyn
spn\location\flashpoint\generic\door\shared\tech_securitydoor_closed.spn_p,dyn\location\flashpoint\generic\door\shared\tech_securitydoor.dyn
spn\location\flashpoint\generic\door\shared\tech_securitydoor_open.spn_p,dyn\location\flashpoint\generic\door\shared\tech_securitydoor.dyn
spn\location\flashpoint\generic\door\shared\works_bulkhead_closed.spn_p,dyn\location\flashpoint\generic\door\shared\works_bulkhead.dyn
spn\location\flashpoint\generic\door\shared\works_bulkhead_lasergated.spn_p,dyn\location\flashpoint\generic\door\shared\works_bulkhead.dyn
spn\location\flashpoint\generic\door\shared\works_bulkhead_open.spn_p,dyn\location\flashpoint\generic\door\shared\works_bulkhead.dyn
spn\location\flashpoint\generic\door\shared\works_securitydoor_closed.spn_p,dyn\location\flashpoint\generic\door\shared\works_securitydoor.dyn
spn\location\flashpoint\generic\door\shared\works_securitydoor_open.spn_p,dyn\location\flashpoint\generic\door\shared\works_securitydoor.dyn
spn\location\flashpoint\generic\elevator\imperial\imp_ship_tube_closed.spn_p,dyn\location\flashpoint\generic\elevator\imperial\imp_ship_tube.dyn
spn\location\flashpoint\generic\elevator\imperial\imp_ship_tube_open.spn_p,dyn\location\flashpoint\generic\elevator\imperial\imp_ship_tube.dyn
spn\location\flashpoint\generic\env\alarm\rep_alarm_beacon.spn_p,dyn\location\flashpoint\generic\env\alarm\rep_alarm_beacon.dyn
spn\location\flashpoint\generic\env\ambient\rep_speaker_on.spn_p,dyn\location\flashpoint\generic\env\ambient\rep_speaker.dyn
spn\location\flashpoint\generic\env\ceiling\imp_ship_panel.spn_p,dyn\location\flashpoint\generic\env\ceiling\imp_ship_panel.dyn
spn\location\flashpoint\generic\env\ceiling\test_panel.spn_p,dyn\location\flashpoint\generic\env\ceiling\test_panel.dyn
spn\location\flashpoint\generic\env\console\imperial\computer_console_01_on.spn_p,dyn\location\flashpoint\generic\env\console\imperial\computer_console_01.dyn
spn\location\flashpoint\generic\env\console\imperial\door_override_01_bulkhead.spn_p,art\static\area\all_all\item\tech\all_item_tech_door_control_panel_03.gr2
spn\location\flashpoint\generic\env\console\imperial\door_override_01_security_door.spn_p,art\static\area\all_all\item\tech\all_item_tech_door_control_panel_03.gr2
spn\location\flashpoint\generic\env\console\republic\computer_console_long.spn_p,dyn\location\flashpoint\generic\env\console\republic\computer_console_long.dyn
spn\location\flashpoint\generic\env\console\republic\computer_console_long_destroyed.spn_p,dyn\location\flashpoint\generic\env\console\republic\computer_console_long.dyn
spn\location\flashpoint\generic\env\console\republic\computer_console_long_no_reticle.spn_p,dyn\location\flashpoint\generic\env\console\republic\computer_console_long.dyn
spn\location\flashpoint\generic\env\console\republic\computer_console_short.spn_p,dyn\location\flashpoint\generic\env\console\republic\computer_console_short.dyn
spn\location\flashpoint\generic\env\console\republic\computer_console_short_destroyed.spn_p,dyn\location\flashpoint\generic\env\console\republic\computer_console_short.dyn
spn\location\flashpoint\generic\env\console\republic\computer_console_short_no_reticle.spn_p,dyn\location\flashpoint\generic\env\console\republic\computer_console_short.dyn
spn\location\flashpoint\generic\env\console\republic\computer_screen_large.spn_p,dyn\location\flashpoint\generic\env\console\republic\computer_screen_large.dyn
spn\location\flashpoint\generic\env\console\republic\computer_screen_large_destroyed.spn_p,dyn\location\flashpoint\generic\env\console\republic\computer_screen_large.dyn
spn\location\flashpoint\generic\env\console\republic\computer_screen_large_no_reticle.spn_p,dyn\location\flashpoint\generic\env\console\republic\computer_screen_large.dyn
spn\location\flashpoint\generic\env\console\republic\door_override_01_bulkhead.spn_p,art\static\area\all_all\item\tech\all_item_tech_door_control_panel_03.gr2
spn\location\flashpoint\generic\env\console\republic\door_override_01_security_door.spn_p,art\static\area\all_all\item\tech\all_item_tech_door_control_panel_03.gr2
spn\location\flashpoint\generic\env\console\shared\door_panel_01_short_circuit_on.spn_p,dyn\location\flashpoint\generic\env\console\shared\door_panel_01.dyn
spn\location\flashpoint\generic\env\console\shared\door_panel_02_short_circuit_on.spn_p,dyn\location\flashpoint\generic\env\console\shared\door_panel_02.dyn
spn\location\flashpoint\generic\env\console\shared\door_panel_03_short_circuit_on.spn_p,dyn\location\flashpoint\generic\env\console\shared\door_panel_03.dyn
spn\location\flashpoint\generic\env\crates\attackable_barrel.spn_p,dyn\location\flashpoint\generic\env\crates\attackable_barrel.dyn
spn\location\flashpoint\generic\env\crates\crate_1.spn_p,dyn\location\flashpoint\generic\env\crates\crate_1.dyn
spn\location\flashpoint\generic\env\crates\crate_2.spn_p,dyn\location\flashpoint\generic\env\crates\crate_2.dyn
spn\location\flashpoint\generic\env\crates\crate_stack_1.spn_p,dyn\location\flashpoint\generic\env\crates\crate_stack_1.dyn
spn\location\flashpoint\generic\env\crates\explosive_canisters.spn_p,dyn\location\flashpoint\generic\env\crates\explosive_canisters.dyn
spn\location\flashpoint\generic\env\crates\missile_stack.spn_p,dyn\location\flashpoint\generic\env\crates\missile_stack.dyn
spn\location\flashpoint\generic\env\pipes\multi_pipe.spn_p,dyn\location\flashpoint\generic\env\pipes\multi_pipe.dyn
spn\location\flashpoint\generic\env\pipes\test_pipe.spn_p,dyn\location\flashpoint\generic\env\pipes\test_pipe.dyn
spn\location\flashpoint\generic\env\special\quad_stoplight.spn_p,dyn\location\flashpoint\generic\env\special\quad_stoplight.dyn
spn\location\flashpoint\generic\env\special\stoplight.spn_p,dyn\location\flashpoint\generic\env\special\stoplight.dyn
spn\location\flashpoint\generic\env\tech\radar_large.spn_p,dyn\location\flashpoint\generic\env\tech\radar_large.dyn
spn\location\flashpoint\generic\env\tech\rep_generator_plate.spn_p,dyn\location\flashpoint\generic\env\tech\rep_generator_plate.dyn
spn\location\flashpoint\generic\imperial\door_override_large.spn_p,art\static\area\all_all\item\tech\all_item_tech_door_control_panel_03.gr2
spn\location\flashpoint\generic\imperial\door_override_small.spn_p,art\static\area\all_all\item\tech\all_item_tech_door_control_panel_03.gr2
spn\location\flashpoint\generic\logic\simple_boolean.spn_p,dyn\location\flashpoint\generic\logic\simple_boolean.dyn
spn\location\flashpoint\generic\misc\vfx\shared\blaster_bolt_emitter.spn_p,dyn\location\flashpoint\generic\misc\vfx\shared\blaster_bolt_emitter.dyn
spn\location\flashpoint\generic\misc\vfx\shared\comm_alert.spn_p,dyn\location\flashpoint\generic\misc\vfx\shared\comm_alert.dyn
spn\location\flashpoint\generic\misc\vfx\shared\forcefield_blue_med_off.spn_p,dyn\location\flashpoint\generic\misc\vfx\shared\forcefield_blue_med.dyn
spn\location\flashpoint\generic\misc\vfx\shared\forcefield_blue_med_on.spn_p,dyn\location\flashpoint\generic\misc\vfx\shared\forcefield_blue_med.dyn
spn\location\flashpoint\generic\misc\vfx\shared\forcefield_blue_small_on.spn_p,dyn\location\flashpoint\generic\misc\vfx\shared\forcefield_blue_small.dyn
spn\location\flashpoint\generic\republic\door_override_large.spn_p,art\static\area\all_all\item\tech\all_item_tech_door_control_panel_03.gr2
spn\location\flashpoint\generic\republic\door_override_small.spn_p,art\static\area\all_all\item\tech\all_item_tech_door_control_panel_03.gr2
spn\location\flashpoint\generic\sfx\imperial\ship_background_battle_off.spn_p,dyn\generic\sfx\imperial\ship_background_battle.dyn
spn\location\flashpoint\generic\sfx\imperial\ship_background_battle_on.spn_p,dyn\generic\sfx\imperial\ship_background_battle.dyn
spn\location\flashpoint\generic\sfx\neutral\ship_overloading_off.spn_p,dyn\generic\sfx\neutral\ship_overloading.dyn
spn\location\flashpoint\generic\sfx\neutral\ship_overloading_on.spn_p,dyn\generic\sfx\neutral\ship_overloading.dyn
spn\location\flashpoint\generic\sfx\republic\ship_background_battle_off.spn_p,dyn\generic\sfx\republic\ship_background_battle.dyn
spn\location\flashpoint\generic\sfx\republic\ship_background_battle_on.spn_p,dyn\generic\sfx\republic\ship_background_battle.dyn
spn\location\flashpoint\generic\vehicle\both\dogfight\imp_on_rep.spn_p,dyn\location\flashpoint\generic\vehicle\both\dogfight\imp_on_rep.dyn
spn\location\flashpoint\generic\vehicle\imperial\dropship_land.spn_p,dyn\location\flashpoint\generic\vehicle\imperial\dropship_land.dyn
spn\location\flashpoint\generic\vehicle\imperial\imp_interceptor_idle.spn_p,dyn\location\flashpoint\generic\vehicle\imperial\imp_interceptor_idle.dyn
spn\location\flashpoint\generic\vehicle\rep\rep_dropship.spn_p,dyn\location\flashpoint\generic\vehicle\rep\rep_dropship.dyn
spn\location\flashpoint\generic\vehicle\rep\rep_dropship_landed.spn_p,dyn\location\flashpoint\generic\vehicle\rep\rep_dropship.dyn
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_arrival.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_bridge.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_cargobay.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_engine.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_engine_return.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_hangar_assault.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_portwing.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_starfighter.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_techroom.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\imp_elevator_techroom_return.spn_p,art\static\item\furniture\item_furn_terminal_wall_imperial.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\rep_elevator_control_room.spn_p,art\static\area\all_all\arch\republic\all_arch_rep_space_elevator_controls.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\rep_elevator_escape.spn_p,art\static\area\all_all\item\republic\all_item_rep_wall_computer_01.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\rep_elevator_escape_return.spn_p,art\static\area\all_all\item\republic\all_item_rep_wall_computer_01.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\rep_elevator_hangar.spn_p,art\static\area\all_all\arch\republic\all_arch_rep_space_elevator_controls.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\rep_elevator_transport.spn_p,art\static\area\all_all\item\republic\all_item_rep_wall_computer_01.gr2
spn\location\flashpoint\imperial\act_one\capital\elevator\rep_elevator_transport_return.spn_p,art\static\area\all_all\item\republic\all_item_rep_wall_computer_01.gr2
spn\location\flashpoint\imperial\act_one\capital\event\abs_escape\imp_dropship_landed.spn_p,dyn\generic\vehicle\imp\impdropship.dyn
spn\location\flashpoint\imperial\act_one\capital\event\abs_escape\imp_dropship_landed_ramp_down.spn_p,dyn\generic\vehicle\imp\impdropship.dyn
spn\location\flashpoint\imperial\act_one\capital\event\abs_escape\imp_dropship_landed_ramp_down_exit.spn_p,dyn\generic\vehicle\imp\impdropship.dyn
spn\location\flashpoint\imperial\act_one\capital\event\abs_escape\rep_ship_crash.spn_p,dyn\location\flashpoint\imperial\act_one\capital\event\abs_escape\rep_ship_crash.dyn
spn\location\flashpoint\imperial\act_one\capital\event\abs_hangar\repship_crash.spn_p,dyn\location\flashpoint\imperial\act_one\capital\event\abs_hangar\repship_crash.dyn
spn\location\flashpoint\imperial\act_one\capital\event\abs_munitions\lasergate_munitions_boss.spn_p,dyn\generic\environment\forcefield\factory_door_lasergate.dyn
spn\location\flashpoint\imperial\act_one\capital\event\abs_munitions\munitions_power_console.spn_p,dyn\generic\destroyable\neutral\tech\control_panel_wall_02.dyn
spn\location\flashpoint\imperial\act_one\capital\event\abs_transport_hub\transport_power_console.spn_p,art\static\area\all_all\item\tech\all_item_tech_controlpanel_wall05.gr2
spn\location\flashpoint\imperial\act_one\capital\event\bridge\brentaal_star.spn_p,dyn\location\flashpoint\imperial\act_one\capital\event\bridge\brentaal_star.dyn
spn\location\flashpoint\imperial\act_one\capital\event\bridge\holo_table.spn_p,dyn\location\flashpoint\imperial\act_one\capital\event\bridge\holo_table.dyn
spn\location\flashpoint\imperial\act_one\capital\event\bridge\navigation_terminal.spn_p,dyn\generic\environment\navigation_terminals\imperial_navigation_terminal.dyn
spn\location\flashpoint\imperial\act_one\capital\event\bridge\republic_ship_blasters.spn_p,dyn\location\flashpoint\imperial\act_one\capital\event\bridge\republic_ship_blasters.dyn
spn\location\flashpoint\imperial\act_one\capital\event\control_room\attack_pod.spn_p,dyn\location\flashpoint\imperial\act_one\capital\event\portwing\attack_pod.dyn
spn\location\flashpoint\imperial\act_one\capital\event\hangar_assault\dyn_rep_dropship.spn_p,dyn\location\flashpoint\imperial\act_one\capital\event\hangar_assault\dyn_rep_dropship.dyn
spn\location\flashpoint\imperial\act_one\capital\event\portwing\attack_pod.spn_p,dyn\location\flashpoint\imperial\act_one\capital\event\portwing\attack_pod.dyn
spn\location\flashpoint\imperial\act_one\capital\event\portwing\destroyed_corridor.spn_p,dyn\location\flashpoint\imperial\act_one\capital\event\portwing\destroyed_corridor.dyn
spn\location\flashpoint\imperial\act_one\capital\object\battle_ambience_impship.spn_p,dyn\generic\sfx\imperial\ship_background_battle.dyn
spn\location\flashpoint\imperial\act_one\capital\object\battle_ambience_repship.spn_p,dyn\generic\sfx\republic\ship_background_battle.dyn
spn\location\flashpoint\imperial\act_one\capital\object\brentaal_star_holoterminal_arrive.spn_p,art\static\area\all_all\item\tech\all_item_tech_rep_comp_terminal.gr2
